starttime	seconds	ctime	dtime	ttime	wait
Sat Jul 14 09:20:57 2012	1342237857	0	12	12	12
Sat Jul 14 09:17:02 2012	1342237622	0	12	12	12
Sat Jul 14 09:15:48 2012	1342237548	0	12	12	12
Sat Jul 14 09:19:17 2012	1342237757	0	12	12	12
Sat Jul 14 09:17:44 2012	1342237664	0	12	12	12
Sat Jul 14 09:17:04 2012	1342237624	0	12	12	12
Sat Jul 14 09:22:19 2012	1342237939	0	12	12	12
Sat Jul 14 09:16:16 2012	1342237576	0	12	12	12
Sat Jul 14 09:18:32 2012	1342237712	0	12	12	12
Sat Jul 14 09:15:22 2012	1342237522	0	12	12	12
Sat Jul 14 09:17:59 2012	1342237679	0	12	12	12
Sat Jul 14 09:21:05 2012	1342237865	0	12	12	12
Sat Jul 14 09:16:40 2012	1342237600	0	12	12	12
Sat Jul 14 09:15:24 2012	1342237524	0	12	12	12
Sat Jul 14 09:20:46 2012	1342237846	0	12	12	12
Sat Jul 14 09:19:31 2012	1342237771	0	12	12	12
Sat Jul 14 09:22:27 2012	1342237947	0	12	12	12
Sat Jul 14 09:17:03 2012	1342237623	0	12	12	12
Sat Jul 14 09:16:41 2012	1342237601	0	12	12	12
Sat Jul 14 09:21:05 2012	1342237865	0	12	12	12
Sat Jul 14 09:20:36 2012	1342237836	0	12	12	12
Sat Jul 14 09:20:00 2012	1342237800	0	12	12	12
Sat Jul 14 09:19:32 2012	1342237772	0	12	12	12
Sat Jul 14 09:19:25 2012	1342237765	0	12	12	12
Sat Jul 14 09:18:02 2012	1342237682	0	12	12	12
Sat Jul 14 09:18:48 2012	1342237728	0	12	12	12
Sat Jul 14 09:20:31 2012	1342237831	0	12	12	12
Sat Jul 14 09:15:24 2012	1342237524	0	12	12	12
Sat Jul 14 09:18:54 2012	1342237734	0	12	13	12
Sat Jul 14 09:21:34 2012	1342237894	0	12	13	12
Sat Jul 14 09:17:34 2012	1342237654	0	12	13	12
Sat Jul 14 09:20:31 2012	1342237831	0	12	13	12
Sat Jul 14 09:16:08 2012	1342237568	0	12	13	12
Sat Jul 14 09:18:07 2012	1342237687	0	12	13	12
Sat Jul 14 09:19:16 2012	1342237756	0	12	13	12
Sat Jul 14 09:21:40 2012	1342237900	0	12	13	12
Sat Jul 14 09:20:04 2012	1342237804	0	12	13	12
Sat Jul 14 09:19:22 2012	1342237762	0	12	13	12
Sat Jul 14 09:17:13 2012	1342237633	0	12	13	12
Sat Jul 14 09:20:18 2012	1342237818	0	12	13	12
Sat Jul 14 09:21:48 2012	1342237908	0	12	13	12
Sat Jul 14 09:19:33 2012	1342237773	0	12	13	12
Sat Jul 14 09:16:49 2012	1342237609	0	12	13	12
Sat Jul 14 09:16:56 2012	1342237616	0	12	13	12
Sat Jul 14 09:21:29 2012	1342237889	0	12	13	12
Sat Jul 14 09:18:05 2012	1342237685	0	12	13	12
Sat Jul 14 09:18:58 2012	1342237738	0	12	13	12
Sat Jul 14 09:17:04 2012	1342237624	0	12	13	12
Sat Jul 14 09:15:04 2012	1342237504	0	12	13	12
Sat Jul 14 09:16:34 2012	1342237594	0	12	13	12
Sat Jul 14 09:22:39 2012	1342237959	0	12	13	12
Sat Jul 14 09:16:59 2012	1342237619	0	12	13	12
Sat Jul 14 09:17:54 2012	1342237674	0	12	13	12
Sat Jul 14 09:20:54 2012	1342237854	0	12	13	12
Sat Jul 14 09:20:03 2012	1342237803	0	12	13	12
Sat Jul 14 09:15:02 2012	1342237502	0	12	13	12
Sat Jul 14 09:15:11 2012	1342237511	0	12	13	12
Sat Jul 14 09:21:43 2012	1342237903	0	12	13	12
Sat Jul 14 09:15:10 2012	1342237510	0	12	13	12
Sat Jul 14 09:15:06 2012	1342237506	0	12	13	12
Sat Jul 14 09:15:29 2012	1342237529	0	12	13	12
Sat Jul 14 09:20:58 2012	1342237858	0	12	13	12
Sat Jul 14 09:20:05 2012	1342237805	0	12	13	12
Sat Jul 14 09:18:03 2012	1342237683	0	12	13	12
Sat Jul 14 09:17:12 2012	1342237632	0	12	13	12
Sat Jul 14 09:20:05 2012	1342237805	0	12	13	12
Sat Jul 14 09:22:01 2012	1342237921	0	12	13	12
Sat Jul 14 09:21:20 2012	1342237880	0	12	13	12
Sat Jul 14 09:22:36 2012	1342237956	0	12	13	12
Sat Jul 14 09:18:05 2012	1342237685	0	12	13	12
Sat Jul 14 09:16:38 2012	1342237598	0	12	13	12
Sat Jul 14 09:17:30 2012	1342237650	0	12	13	12
Sat Jul 14 09:20:32 2012	1342237832	0	12	13	12
Sat Jul 14 09:21:50 2012	1342237910	0	12	13	12
Sat Jul 14 09:15:03 2012	1342237503	0	12	13	12
Sat Jul 14 09:21:46 2012	1342237906	0	12	13	12
Sat Jul 14 09:16:43 2012	1342237603	0	12	13	12
Sat Jul 14 09:18:07 2012	1342237687	0	12	13	12
Sat Jul 14 09:18:01 2012	1342237681	0	12	13	12
Sat Jul 14 09:15:20 2012	1342237520	0	12	13	12
Sat Jul 14 09:22:29 2012	1342237949	0	12	13	12
Sat Jul 14 09:19:52 2012	1342237792	0	12	13	12
Sat Jul 14 09:16:53 2012	1342237613	0	12	13	12
Sat Jul 14 09:21:31 2012	1342237891	0	12	13	12
Sat Jul 14 09:15:28 2012	1342237528	0	12	13	12
Sat Jul 14 09:22:09 2012	1342237929	0	12	13	12
Sat Jul 14 09:17:13 2012	1342237633	0	12	13	12
Sat Jul 14 09:22:35 2012	1342237955	0	12	13	12
Sat Jul 14 09:20:56 2012	1342237856	0	12	13	12
Sat Jul 14 09:18:42 2012	1342237722	0	12	13	12
Sat Jul 14 09:15:09 2012	1342237509	0	12	13	12
Sat Jul 14 09:21:36 2012	1342237896	0	12	13	12
Sat Jul 14 09:17:56 2012	1342237676	0	12	13	12
Sat Jul 14 09:15:58 2012	1342237558	0	12	13	12
Sat Jul 14 09:17:16 2012	1342237636	0	12	13	12
Sat Jul 14 09:16:19 2012	1342237579	0	12	13	12
Sat Jul 14 09:22:23 2012	1342237943	0	12	13	12
Sat Jul 14 09:15:59 2012	1342237559	0	12	13	12
Sat Jul 14 09:17:43 2012	1342237663	0	12	13	12
Sat Jul 14 09:21:55 2012	1342237915	0	12	13	12
Sat Jul 14 09:21:23 2012	1342237883	0	12	13	12
Sat Jul 14 09:17:39 2012	1342237659	0	12	13	12
Sat Jul 14 09:19:18 2012	1342237758	0	12	13	12
Sat Jul 14 09:16:23 2012	1342237583	0	12	13	12
Sat Jul 14 09:15:11 2012	1342237511	0	12	13	12
Sat Jul 14 09:15:42 2012	1342237542	0	12	13	12
Sat Jul 14 09:22:25 2012	1342237945	0	12	13	12
Sat Jul 14 09:19:39 2012	1342237779	0	12	13	12
Sat Jul 14 09:19:34 2012	1342237774	0	12	13	12
Sat Jul 14 09:21:14 2012	1342237874	0	12	13	12
Sat Jul 14 09:21:05 2012	1342237865	0	12	13	12
Sat Jul 14 09:21:54 2012	1342237914	0	12	13	12
Sat Jul 14 09:15:19 2012	1342237519	0	12	13	12
Sat Jul 14 09:19:47 2012	1342237787	0	12	13	12
Sat Jul 14 09:22:19 2012	1342237939	0	12	13	12
Sat Jul 14 09:17:28 2012	1342237648	0	12	13	12
Sat Jul 14 09:22:08 2012	1342237928	0	12	13	12
Sat Jul 14 09:18:26 2012	1342237706	0	12	13	12
Sat Jul 14 09:19:44 2012	1342237784	0	12	13	12
Sat Jul 14 09:18:36 2012	1342237716	0	12	13	12
Sat Jul 14 09:20:38 2012	1342237838	0	12	13	12
Sat Jul 14 09:19:06 2012	1342237746	0	12	13	12
Sat Jul 14 09:15:01 2012	1342237501	0	12	13	12
Sat Jul 14 09:18:16 2012	1342237696	0	12	13	12
Sat Jul 14 09:15:54 2012	1342237554	0	12	13	12
Sat Jul 14 09:16:40 2012	1342237600	0	12	13	12
Sat Jul 14 09:21:14 2012	1342237874	0	13	13	12
Sat Jul 14 09:21:49 2012	1342237909	0	12	13	12
Sat Jul 14 09:20:08 2012	1342237808	0	13	13	12
Sat Jul 14 09:19:21 2012	1342237761	0	13	13	12
Sat Jul 14 09:22:23 2012	1342237943	0	13	13	12
Sat Jul 14 09:17:08 2012	1342237628	0	12	13	12
Sat Jul 14 09:21:14 2012	1342237874	0	12	13	12
Sat Jul 14 09:17:53 2012	1342237673	0	13	13	12
Sat Jul 14 09:16:58 2012	1342237618	0	12	13	12
Sat Jul 14 09:17:16 2012	1342237636	0	13	13	12
Sat Jul 14 09:16:25 2012	1342237585	0	13	13	12
Sat Jul 14 09:19:38 2012	1342237778	0	13	13	12
Sat Jul 14 09:17:06 2012	1342237626	0	12	13	12
Sat Jul 14 09:20:59 2012	1342237859	0	12	13	12
Sat Jul 14 09:15:31 2012	1342237531	0	13	13	12
Sat Jul 14 09:22:08 2012	1342237928	0	13	13	12
Sat Jul 14 09:22:32 2012	1342237952	0	13	13	12
Sat Jul 14 09:17:47 2012	1342237667	0	13	13	12
Sat Jul 14 09:22:35 2012	1342237955	0	12	13	12
Sat Jul 14 09:21:02 2012	1342237862	0	13	13	12
Sat Jul 14 09:16:48 2012	1342237608	0	12	13	12
Sat Jul 14 09:17:23 2012	1342237643	0	13	13	12
Sat Jul 14 09:19:43 2012	1342237783	0	12	13	12
Sat Jul 14 09:16:49 2012	1342237609	0	13	13	12
Sat Jul 14 09:18:59 2012	1342237739	0	13	13	12
Sat Jul 14 09:17:04 2012	1342237624	0	13	13	12
Sat Jul 14 09:22:13 2012	1342237933	0	13	13	12
Sat Jul 14 09:15:30 2012	1342237530	0	13	13	12
Sat Jul 14 09:21:08 2012	1342237868	0	13	13	12
Sat Jul 14 09:20:57 2012	1342237857	0	12	13	12
Sat Jul 14 09:18:12 2012	1342237692	0	13	13	12
Sat Jul 14 09:15:36 2012	1342237536	0	13	13	12
Sat Jul 14 09:15:07 2012	1342237507	0	13	13	12
Sat Jul 14 09:20:02 2012	1342237802	0	13	13	12
Sat Jul 14 09:22:01 2012	1342237921	0	13	13	12
Sat Jul 14 09:15:44 2012	1342237544	0	13	13	12
Sat Jul 14 09:20:56 2012	1342237856	0	12	13	12
Sat Jul 14 09:15:02 2012	1342237502	0	13	13	12
Sat Jul 14 09:19:43 2012	1342237783	0	13	13	12
Sat Jul 14 09:21:52 2012	1342237912	0	13	13	12
Sat Jul 14 09:16:48 2012	1342237608	0	13	13	12
Sat Jul 14 09:22:26 2012	1342237946	0	13	13	12
Sat Jul 14 09:19:19 2012	1342237759	0	13	13	12
Sat Jul 14 09:18:39 2012	1342237719	0	13	13	12
Sat Jul 14 09:19:09 2012	1342237749	0	13	13	12
Sat Jul 14 09:20:38 2012	1342237838	0	12	13	12
Sat Jul 14 09:16:32 2012	1342237592	0	13	13	12
Sat Jul 14 09:20:46 2012	1342237846	0	13	13	12
Sat Jul 14 09:15:48 2012	1342237548	0	13	13	13
Sat Jul 14 09:21:12 2012	1342237872	0	13	13	12
Sat Jul 14 09:20:14 2012	1342237814	0	13	13	12
Sat Jul 14 09:15:20 2012	1342237520	0	13	13	12
Sat Jul 14 09:16:55 2012	1342237615	0	13	13	12
Sat Jul 14 09:15:12 2012	1342237512	0	13	13	12
Sat Jul 14 09:18:02 2012	1342237682	0	13	13	12
Sat Jul 14 09:22:25 2012	1342237945	0	13	13	12
Sat Jul 14 09:16:11 2012	1342237571	0	13	13	12
Sat Jul 14 09:20:16 2012	1342237816	0	13	13	13
Sat Jul 14 09:15:22 2012	1342237522	0	13	13	13
Sat Jul 14 09:18:15 2012	1342237695	0	13	13	12
Sat Jul 14 09:18:15 2012	1342237695	0	13	13	13
Sat Jul 14 09:16:29 2012	1342237589	0	13	13	12
Sat Jul 14 09:21:53 2012	1342237913	0	13	13	12
Sat Jul 14 09:19:51 2012	1342237791	0	13	13	12
Sat Jul 14 09:19:48 2012	1342237788	0	13	13	12
Sat Jul 14 09:20:54 2012	1342237854	0	13	13	12
Sat Jul 14 09:22:43 2012	1342237963	0	13	13	12
Sat Jul 14 09:15:21 2012	1342237521	0	12	13	12
Sat Jul 14 09:15:03 2012	1342237503	0	13	13	12
Sat Jul 14 09:15:59 2012	1342237559	0	13	13	12
Sat Jul 14 09:20:18 2012	1342237818	0	13	13	12
Sat Jul 14 09:16:45 2012	1342237605	0	13	13	12
Sat Jul 14 09:21:41 2012	1342237901	0	13	13	12
Sat Jul 14 09:19:28 2012	1342237768	0	12	13	12
Sat Jul 14 09:21:53 2012	1342237913	0	13	13	12
Sat Jul 14 09:22:39 2012	1342237959	0	13	13	12
Sat Jul 14 09:16:00 2012	1342237560	0	13	13	12
Sat Jul 14 09:19:05 2012	1342237745	0	13	13	12
Sat Jul 14 09:15:22 2012	1342237522	0	13	13	12
Sat Jul 14 09:16:29 2012	1342237589	0	13	13	12
Sat Jul 14 09:19:05 2012	1342237745	0	13	13	12
Sat Jul 14 09:16:56 2012	1342237616	0	13	13	12
Sat Jul 14 09:21:16 2012	1342237876	0	13	13	12
Sat Jul 14 09:20:41 2012	1342237841	0	13	13	13
Sat Jul 14 09:17:13 2012	1342237633	0	12	13	12
Sat Jul 14 09:18:31 2012	1342237711	0	13	13	13
Sat Jul 14 09:22:23 2012	1342237943	0	13	13	12
Sat Jul 14 09:22:32 2012	1342237952	0	13	13	13
Sat Jul 14 09:17:48 2012	1342237668	0	13	13	12
Sat Jul 14 09:18:53 2012	1342237733	0	13	13	12
Sat Jul 14 09:22:15 2012	1342237935	0	13	13	13
Sat Jul 14 09:18:43 2012	1342237723	0	13	13	13
Sat Jul 14 09:16:24 2012	1342237584	0	12	13	12
Sat Jul 14 09:19:44 2012	1342237784	0	13	13	12
Sat Jul 14 09:17:44 2012	1342237664	0	13	13	12
Sat Jul 14 09:19:29 2012	1342237769	0	13	13	12
Sat Jul 14 09:16:29 2012	1342237589	0	13	13	12
Sat Jul 14 09:21:15 2012	1342237875	0	13	13	13
Sat Jul 14 09:18:52 2012	1342237732	0	12	13	12
Sat Jul 14 09:21:10 2012	1342237870	0	13	13	12
Sat Jul 14 09:15:34 2012	1342237534	0	13	13	13
Sat Jul 14 09:21:23 2012	1342237883	0	13	13	12
Sat Jul 14 09:20:51 2012	1342237851	0	13	13	13
Sat Jul 14 09:19:43 2012	1342237783	0	13	13	13
Sat Jul 14 09:19:56 2012	1342237796	0	13	13	12
Sat Jul 14 09:17:12 2012	1342237632	0	13	13	12
Sat Jul 14 09:22:13 2012	1342237933	0	13	13	12
Sat Jul 14 09:18:07 2012	1342237687	0	13	13	12
Sat Jul 14 09:18:03 2012	1342237683	0	13	13	13
Sat Jul 14 09:15:46 2012	1342237546	0	13	13	13
Sat Jul 14 09:15:32 2012	1342237532	0	13	13	12
Sat Jul 14 09:18:41 2012	1342237721	0	13	13	11
Sat Jul 14 09:20:09 2012	1342237809	0	13	13	12
Sat Jul 14 09:15:04 2012	1342237504	0	13	13	12
Sat Jul 14 09:15:09 2012	1342237509	0	13	13	12
Sat Jul 14 09:16:17 2012	1342237577	0	13	13	13
Sat Jul 14 09:19:58 2012	1342237798	0	13	13	12
Sat Jul 14 09:15:10 2012	1342237510	0	13	13	12
Sat Jul 14 09:15:42 2012	1342237542	0	13	13	12
Sat Jul 14 09:20:44 2012	1342237844	0	13	13	12
Sat Jul 14 09:21:32 2012	1342237892	0	13	13	12
Sat Jul 14 09:20:41 2012	1342237841	0	13	13	13
Sat Jul 14 09:16:43 2012	1342237603	0	13	13	13
Sat Jul 14 09:15:36 2012	1342237536	0	13	13	13
Sat Jul 14 09:22:39 2012	1342237959	0	13	13	12
Sat Jul 14 09:17:13 2012	1342237633	0	13	13	13
Sat Jul 14 09:16:45 2012	1342237605	0	13	13	13
Sat Jul 14 09:17:02 2012	1342237622	0	13	13	12
Sat Jul 14 09:15:24 2012	1342237524	0	13	13	12
Sat Jul 14 09:16:05 2012	1342237565	0	13	13	13
Sat Jul 14 09:20:59 2012	1342237859	0	13	13	12
Sat Jul 14 09:21:43 2012	1342237903	0	13	13	13
Sat Jul 14 09:15:03 2012	1342237503	0	13	13	13
Sat Jul 14 09:15:12 2012	1342237512	0	13	13	12
Sat Jul 14 09:15:05 2012	1342237505	0	13	13	12
Sat Jul 14 09:22:07 2012	1342237927	0	13	13	12
Sat Jul 14 09:21:02 2012	1342237862	0	13	13	12
Sat Jul 14 09:15:56 2012	1342237556	0	13	13	13
Sat Jul 14 09:16:06 2012	1342237566	0	13	13	13
Sat Jul 14 09:19:27 2012	1342237767	0	13	13	12
Sat Jul 14 09:22:28 2012	1342237948	0	13	13	13
Sat Jul 14 09:20:52 2012	1342237852	0	13	13	12
Sat Jul 14 09:15:46 2012	1342237546	0	13	13	13
Sat Jul 14 09:20:35 2012	1342237835	0	13	13	12
Sat Jul 14 09:15:09 2012	1342237509	0	13	13	12
Sat Jul 14 09:22:25 2012	1342237945	0	12	13	12
Sat Jul 14 09:18:56 2012	1342237736	0	13	13	13
Sat Jul 14 09:17:40 2012	1342237660	0	13	13	12
Sat Jul 14 09:15:31 2012	1342237531	0	13	13	13
Sat Jul 14 09:19:36 2012	1342237776	0	13	13	12
Sat Jul 14 09:15:10 2012	1342237510	0	13	13	13
Sat Jul 14 09:17:06 2012	1342237626	0	13	13	12
Sat Jul 14 09:19:27 2012	1342237767	0	13	13	13
Sat Jul 14 09:15:06 2012	1342237506	0	13	13	13
Sat Jul 14 09:21:38 2012	1342237898	0	13	13	12
Sat Jul 14 09:15:37 2012	1342237537	0	12	13	12
Sat Jul 14 09:19:08 2012	1342237748	0	13	13	13
Sat Jul 14 09:16:25 2012	1342237585	0	13	13	13
Sat Jul 14 09:22:15 2012	1342237935	0	13	13	13
Sat Jul 14 09:21:45 2012	1342237905	0	13	13	12
Sat Jul 14 09:15:02 2012	1342237502	0	13	13	13
Sat Jul 14 09:21:10 2012	1342237870	0	13	13	13
Sat Jul 14 09:22:20 2012	1342237940	0	13	13	13
Sat Jul 14 09:19:20 2012	1342237760	0	13	13	12
Sat Jul 14 09:21:17 2012	1342237877	0	13	13	12
Sat Jul 14 09:18:49 2012	1342237729	0	13	13	13
Sat Jul 14 09:16:42 2012	1342237602	0	13	13	13
Sat Jul 14 09:19:29 2012	1342237769	0	13	13	13
Sat Jul 14 09:19:46 2012	1342237786	0	13	13	13
Sat Jul 14 09:17:33 2012	1342237653	0	13	13	13
Sat Jul 14 09:15:02 2012	1342237502	0	13	13	13
Sat Jul 14 09:17:57 2012	1342237677	0	13	13	12
Sat Jul 14 09:17:17 2012	1342237637	0	13	13	13
Sat Jul 14 09:21:42 2012	1342237902	0	13	13	13
Sat Jul 14 09:16:55 2012	1342237615	0	13	13	13
Sat Jul 14 09:22:37 2012	1342237957	0	13	13	12
Sat Jul 14 09:21:13 2012	1342237873	0	13	13	13
Sat Jul 14 09:17:25 2012	1342237645	0	13	13	13
Sat Jul 14 09:21:05 2012	1342237865	0	13	13	13
Sat Jul 14 09:16:22 2012	1342237582	0	13	13	13
Sat Jul 14 09:20:51 2012	1342237851	0	13	13	13
Sat Jul 14 09:15:47 2012	1342237547	0	13	13	12
Sat Jul 14 09:18:16 2012	1342237696	0	13	13	13
Sat Jul 14 09:18:17 2012	1342237697	0	13	13	13
Sat Jul 14 09:20:54 2012	1342237854	0	13	13	13
Sat Jul 14 09:21:32 2012	1342237892	0	13	13	13
Sat Jul 14 09:22:44 2012	1342237964	0	13	13	13
Sat Jul 14 09:17:27 2012	1342237647	0	13	13	13
Sat Jul 14 09:19:16 2012	1342237756	0	13	13	13
Sat Jul 14 09:15:11 2012	1342237511	0	13	13	12
Sat Jul 14 09:19:14 2012	1342237754	0	13	13	13
Sat Jul 14 09:16:08 2012	1342237568	0	13	13	13
Sat Jul 14 09:20:34 2012	1342237834	0	13	13	13
Sat Jul 14 09:22:07 2012	1342237927	0	13	13	12
Sat Jul 14 09:20:01 2012	1342237801	0	13	13	13
Sat Jul 14 09:15:31 2012	1342237531	0	13	13	12
Sat Jul 14 09:15:38 2012	1342237538	0	13	13	12
Sat Jul 14 09:18:51 2012	1342237731	0	13	13	13
Sat Jul 14 09:18:26 2012	1342237706	0	13	13	13
Sat Jul 14 09:18:32 2012	1342237712	0	13	13	13
Sat Jul 14 09:22:14 2012	1342237934	0	13	13	13
Sat Jul 14 09:17:06 2012	1342237626	0	13	13	12
Sat Jul 14 09:15:29 2012	1342237529	0	13	13	13
Sat Jul 14 09:17:52 2012	1342237672	0	13	13	13
Sat Jul 14 09:21:19 2012	1342237879	0	13	13	13
Sat Jul 14 09:17:13 2012	1342237633	0	13	13	13
Sat Jul 14 09:17:22 2012	1342237642	0	13	13	12
Sat Jul 14 09:22:20 2012	1342237940	0	13	13	13
Sat Jul 14 09:22:26 2012	1342237946	0	13	13	13
Sat Jul 14 09:17:25 2012	1342237645	0	13	13	13
Sat Jul 14 09:22:18 2012	1342237938	0	13	13	13
Sat Jul 14 09:15:15 2012	1342237515	0	13	13	12
Sat Jul 14 09:21:38 2012	1342237898	0	13	13	13
Sat Jul 14 09:20:45 2012	1342237845	0	13	13	12
Sat Jul 14 09:21:37 2012	1342237897	0	13	13	13
Sat Jul 14 09:15:31 2012	1342237531	0	13	13	13
Sat Jul 14 09:19:42 2012	1342237782	0	13	13	12
Sat Jul 14 09:15:23 2012	1342237523	0	13	13	13
Sat Jul 14 09:20:55 2012	1342237855	0	13	13	13
Sat Jul 14 09:21:27 2012	1342237887	0	13	13	13
Sat Jul 14 09:18:31 2012	1342237711	0	13	13	13
Sat Jul 14 09:17:56 2012	1342237676	0	13	13	13
Sat Jul 14 09:16:21 2012	1342237581	0	13	13	13
Sat Jul 14 09:19:12 2012	1342237752	0	13	13	13
Sat Jul 14 09:19:28 2012	1342237768	0	13	13	13
Sat Jul 14 09:16:56 2012	1342237616	0	13	13	13
Sat Jul 14 09:15:33 2012	1342237533	0	13	13	12
Sat Jul 14 09:21:33 2012	1342237893	0	13	13	13
Sat Jul 14 09:15:04 2012	1342237504	0	13	13	12
Sat Jul 14 09:17:13 2012	1342237633	0	13	13	12
Sat Jul 14 09:20:08 2012	1342237808	0	13	13	13
Sat Jul 14 09:15:07 2012	1342237507	0	13	13	13
Sat Jul 14 09:18:49 2012	1342237729	0	13	13	13
Sat Jul 14 09:21:21 2012	1342237881	0	13	13	13
Sat Jul 14 09:21:18 2012	1342237878	0	13	13	13
Sat Jul 14 09:15:15 2012	1342237515	0	13	13	13
Sat Jul 14 09:16:52 2012	1342237612	0	13	13	13
Sat Jul 14 09:15:10 2012	1342237510	0	13	13	13
Sat Jul 14 09:20:10 2012	1342237810	0	13	13	13
Sat Jul 14 09:20:28 2012	1342237828	0	13	13	12
Sat Jul 14 09:15:24 2012	1342237524	0	13	13	13
Sat Jul 14 09:20:03 2012	1342237803	0	13	13	13
Sat Jul 14 09:17:12 2012	1342237632	0	13	13	13
Sat Jul 14 09:20:32 2012	1342237832	0	13	13	13
Sat Jul 14 09:20:04 2012	1342237804	0	13	13	13
Sat Jul 14 09:17:44 2012	1342237664	0	13	13	13
Sat Jul 14 09:20:27 2012	1342237827	0	13	13	13
Sat Jul 14 09:15:59 2012	1342237559	0	13	13	13
Sat Jul 14 09:15:27 2012	1342237527	0	13	13	13
Sat Jul 14 09:18:43 2012	1342237723	0	13	13	13
Sat Jul 14 09:21:39 2012	1342237899	0	13	13	13
Sat Jul 14 09:17:45 2012	1342237665	0	13	13	13
Sat Jul 14 09:17:55 2012	1342237675	0	13	13	13
Sat Jul 14 09:17:19 2012	1342237639	0	13	13	13
Sat Jul 14 09:18:09 2012	1342237689	0	13	13	13
Sat Jul 14 09:22:18 2012	1342237938	0	13	13	13
Sat Jul 14 09:15:14 2012	1342237514	0	13	13	13
Sat Jul 14 09:15:04 2012	1342237504	0	13	13	12
Sat Jul 14 09:21:36 2012	1342237896	0	13	13	13
Sat Jul 14 09:17:52 2012	1342237672	0	13	13	13
Sat Jul 14 09:18:20 2012	1342237700	0	13	13	12
Sat Jul 14 09:20:17 2012	1342237817	0	13	13	13
Sat Jul 14 09:17:57 2012	1342237677	0	13	13	13
Sat Jul 14 09:19:39 2012	1342237779	0	13	13	13
Sat Jul 14 09:15:06 2012	1342237506	0	13	13	13
Sat Jul 14 09:21:10 2012	1342237870	0	13	13	12
Sat Jul 14 09:15:25 2012	1342237525	0	13	13	13
Sat Jul 14 09:21:44 2012	1342237904	0	13	13	13
Sat Jul 14 09:18:03 2012	1342237683	0	13	13	13
Sat Jul 14 09:20:24 2012	1342237824	0	13	13	13
Sat Jul 14 09:22:43 2012	1342237963	0	13	13	13
Sat Jul 14 09:19:33 2012	1342237773	0	13	13	12
Sat Jul 14 09:20:17 2012	1342237817	0	13	13	13
Sat Jul 14 09:21:12 2012	1342237872	0	13	13	13
Sat Jul 14 09:20:53 2012	1342237853	0	13	13	13
Sat Jul 14 09:15:27 2012	1342237527	0	13	13	13
Sat Jul 14 09:17:53 2012	1342237673	0	13	13	13
Sat Jul 14 09:20:32 2012	1342237832	0	13	13	13
Sat Jul 14 09:16:58 2012	1342237618	0	13	13	11
Sat Jul 14 09:21:25 2012	1342237885	0	13	13	12
Sat Jul 14 09:16:58 2012	1342237618	0	13	13	13
Sat Jul 14 09:20:58 2012	1342237858	0	13	13	13
Sat Jul 14 09:22:01 2012	1342237921	0	13	13	13
Sat Jul 14 09:17:59 2012	1342237679	0	13	13	13
Sat Jul 14 09:15:54 2012	1342237554	0	13	13	13
Sat Jul 14 09:21:29 2012	1342237889	0	13	13	13
Sat Jul 14 09:18:34 2012	1342237714	0	13	13	13
Sat Jul 14 09:17:55 2012	1342237675	0	13	13	12
Sat Jul 14 09:16:30 2012	1342237590	0	13	13	13
Sat Jul 14 09:19:30 2012	1342237770	0	13	13	13
Sat Jul 14 09:19:54 2012	1342237794	0	13	13	13
Sat Jul 14 09:19:12 2012	1342237752	0	13	13	13
Sat Jul 14 09:18:04 2012	1342237684	0	13	13	12
Sat Jul 14 09:16:29 2012	1342237589	0	13	13	13
Sat Jul 14 09:18:14 2012	1342237694	0	13	13	13
Sat Jul 14 09:21:46 2012	1342237906	0	13	13	13
Sat Jul 14 09:20:46 2012	1342237846	0	13	13	13
Sat Jul 14 09:15:36 2012	1342237536	0	13	13	12
Sat Jul 14 09:18:11 2012	1342237691	0	13	13	13
Sat Jul 14 09:17:51 2012	1342237671	0	13	13	13
Sat Jul 14 09:19:29 2012	1342237769	0	13	13	12
Sat Jul 14 09:18:58 2012	1342237738	0	13	13	13
Sat Jul 14 09:16:47 2012	1342237607	0	13	13	13
Sat Jul 14 09:19:23 2012	1342237763	0	13	13	13
Sat Jul 14 09:21:15 2012	1342237875	0	13	13	13
Sat Jul 14 09:15:02 2012	1342237502	0	13	13	13
Sat Jul 14 09:21:21 2012	1342237881	0	13	13	13
Sat Jul 14 09:16:22 2012	1342237582	0	13	13	13
Sat Jul 14 09:17:04 2012	1342237624	0	13	13	13
Sat Jul 14 09:17:00 2012	1342237620	0	13	13	13
Sat Jul 14 09:17:23 2012	1342237643	0	13	13	13
Sat Jul 14 09:21:35 2012	1342237895	0	13	13	13
Sat Jul 14 09:21:38 2012	1342237898	0	13	13	13
Sat Jul 14 09:15:37 2012	1342237537	0	13	13	13
Sat Jul 14 09:15:35 2012	1342237535	0	13	13	13
Sat Jul 14 09:22:33 2012	1342237953	0	13	13	13
Sat Jul 14 09:18:56 2012	1342237736	0	13	13	13
Sat Jul 14 09:16:10 2012	1342237570	0	13	13	13
Sat Jul 14 09:16:12 2012	1342237572	0	13	13	13
Sat Jul 14 09:15:34 2012	1342237534	0	13	13	13
Sat Jul 14 09:19:33 2012	1342237773	0	13	13	13
Sat Jul 14 09:20:38 2012	1342237838	0	13	13	13
Sat Jul 14 09:19:12 2012	1342237752	0	13	13	13
Sat Jul 14 09:18:11 2012	1342237691	0	13	13	13
